batch_id,production_date,equipment_id,shift,sequence,material_lot,feed_ratio,raw_property,temperature,pressure,feed_rate,reaction_time,vacuum,energy_kwh_per_ton,viscosity,particle_size,quality_value,yield_pct,quality_flag,dq_missing_count,dq_outlier_count,dq_review_flag
B0492,2026-06-13,EQ_A,NIGHT,492,M08,0.9931,101.20,180.94,2.473,91.29,66.09,0.820,238.08,454.9,18.45,99.48,96.52,OK,0,0,PASS
B0493,2026-06-14,EQ_A,DAY,493,M08,1.0279,100.05,179.01,2.313,102.23,53.80,0.807,221.66,405.4,17.52,100.07,97.33,OK,0,1,REVIEW
B0495,2026-06-14,EQ_A,NIGHT,495,M08,0.9969,101.99,178.95,2.344,93.83,63.64,0.796,235.62,461.5,18.78,98.97,96.47,OK,0,0,PASS
B0496,2026-06-15,EQ_B,DAY,496,M11,0.9966,99.28,175.65,2.065,102.38,58.70,0.844,235.83,419.3,18.02,99.56,96.03,NG,0,0,PASS
B0497,2026-06-15,EQ_C,SWING,497,M08,1.0106,100.71,178.17,2.205,95.97,55.89,0.844,234.38,433.8,19.02,99.86,97.68,OK,0,0,PASS
B0498,2026-06-15,EQ_C,NIGHT,498,M08,1.0060,101.38,181.57,2.397,100.09,58.01,0.795,238.52,443.9,18.26,99.98,95.93,OK,0,0,PASS
B0499,2026-06-16,EQ_B,DAY,499,M08,1.0281,101.29,181.12,2.262,92.18,62.66,0.841,242.06,454.4,18.40,99.58,97.42,OK,0,1,REVIEW
B0500,2026-06-16,EQ_C,SWING,500,M11,0.9974,99.68,178.28,2.274,107.58,56.66,0.821,229.38,410.1,17.56,99.85,96.04,OK,0,0,PASS
B0501,2026-06-16,EQ_C,NIGHT,501,M08,1.0167,100.81,180.21,2.234,99.86,59.06,0.854,234.51,426.5,18.34,99.61,97.00,OK,0,0,PASS
B0502,2026-06-17,EQ_A,DAY,502,M08,0.9978,101.73,181.91,2.326,100.70,64.96,0.825,244.85,460.3,19.15,99.28,95.86,OK,0,0,PASS
B0503,2026-06-17,EQ_A,SWING,503,M08,1.0116,101.04,179.24,2.234,100.18,59.64,0.822,231.15,452.1,17.75,100.04,97.26,OK,0,0,PASS
B0504,2026-06-17,EQ_C,NIGHT,504,M08,0.9958,100.08,178.58,2.250,92.14,58.56,0.834,238.79,411.6,17.47,100.73,96.67,OK,0,0,PASS
B0505,2026-06-18,EQ_C,DAY,505,M08,0.9963,101.62,183.06,2.466,98.46,60.25,0.863,226.17,450.0,19.26,99.56,95.43,OK,0,0,PASS
B0506,2026-06-18,EQ_C,SWING,506,M08,1.0004,101.38,179.43,2.328,94.20,59.73,0.810,244.27,417.6,17.77,100.15,96.24,OK,0,0,PASS
B0507,2026-06-18,EQ_C,NIGHT,507,M08,1.0136,101.47,180.62,2.395,95.81,60.63,0.788,239.02,444.6,18.64,99.08,97.78,OK,0,0,PASS
B0508,2026-06-19,EQ_C,DAY,508,M08,1.0038,101.52,177.80,2.302,103.13,57.98,0.826,237.92,435.1,17.94,99.67,96.65,OK,0,0,PASS
B0509,2026-06-19,EQ_B,SWING,509,M08,0.9986,101.43,178.18,2.283,99.74,59.34,0.912,236.54,440.1,19.10,99.61,96.40,OK,0,0,PASS
B0510,2026-06-19,EQ_A,NIGHT,510,M08,1.0045,101.07,179.22,2.195,94.72,61.92,0.809,233.60,462.0,16.74,99.41,97.58,NG,0,0,PASS
B0511,2026-06-20,EQ_A,DAY,511,M08,1.0036,101.48,178.05,2.366,94.43,59.00,0.788,234.25,467.3,18.67,99.89,96.16,OK,0,0,PASS
B0512,2026-06-20,EQ_B,SWING,512,M08,0.9983,101.30,181.06,2.168,99.46,58.99,0.820,246.39,426.7,18.05,100.62,97.15,OK,0,0,PASS
B0513,2026-06-20,EQ_A,NIGHT,513,M07,0.9969,101.69,181.20,2.385,95.75,60.32,0.806,235.34,427.9,18.06,99.98,97.26,OK,0,0,PASS
B0514,2026-06-21,EQ_A,DAY,514,M08,1.0073,100.71,179.53,2.369,103.19,56.76,0.863,238.64,447.7,18.33,100.75,97.96,OK,0,0,PASS
B0515,2026-06-21,EQ_A,SWING,515,M08,1.0038,101.91,180.18,2.271,97.02,65.43,0.783,232.72,457.1,19.79,99.85,96.87,OK,0,0,PASS
B0516,2026-06-21,EQ_C,NIGHT,516,M08,0.9925,101.35,181.78,2.195,105.67,64.43,0.833,257.02,451.5,17.69,99.56,95.53,NG,0,0,PASS
B0518,2026-06-22,EQ_B,SWING,518,M02,1.0051,99.87,179.83,2.326,104.02,59.50,0.861,241.51,440.1,18.72,100.11,97.17,OK,0,0,PASS
B0519,2026-06-22,EQ_C,NIGHT,519,M08,1.0008,101.90,182.12,2.257,94.99,60.58,0.811,243.20,431.6,18.63,99.36,96.50,OK,0,0,PASS
B0520,2026-06-23,EQ_A,DAY,520,M01,1.0069,99.55,177.84,2.217,98.02,62.23,0.835,238.16,433.8,20.02,99.11,96.29,OK,0,1,REVIEW
B0521,2026-06-23,EQ_B,SWING,521,M01,0.9797,98.75,183.88,2.304,100.75,60.80,0.804,243.20,383.2,17.62,98.73,96.02,OK,0,1,REVIEW
B0522,2026-06-23,EQ_C,NIGHT,522,M08,1.0048,100.53,178.29,2.185,93.61,65.59,0.856,248.49,457.5,18.50,99.77,95.17,OK,0,0,PASS
B0523,2026-06-24,EQ_A,DAY,523,M08,1.0114,101.61,177.47,2.146,102.60,55.30,0.801,228.24,434.9,18.46,99.25,96.78,OK,0,0,PASS
B0524,2026-06-24,EQ_C,SWING,524,M08,1.0030,101.33,184.36,2.394,99.40,62.91,0.841,243.27,458.3,18.92,99.39,95.77,OK,0,0,PASS
B0525,2026-06-24,EQ_C,NIGHT,525,M09,1.0097,99.54,183.68,2.348,100.24,66.67,0.850,243.52,444.7,18.62,99.87,95.81,OK,0,0,PASS
B0526,2026-06-25,EQ_B,DAY,526,M08,1.0006,100.99,183.68,2.352,97.93,64.86,0.823,250.58,452.8,18.15,99.07,96.22,OK,0,0,PASS
B0527,2026-06-25,EQ_C,SWING,527,M08,1.0035,101.29,179.37,2.334,96.95,66.14,0.836,240.05,456.5,19.24,99.09,96.00,NG,0,0,PASS
B0528,2026-06-25,EQ_C,NIGHT,528,M08,1.0049,101.60,178.61,2.257,95.20,58.19,0.842,236.26,439.9,18.43,100.21,95.29,OK,0,0,PASS
B0529,2026-06-26,EQ_C,DAY,529,M08,1.0099,102.09,177.61,2.185,107.01,54.17,0.823,231.48,443.4,18.46,99.45,95.53,OK,0,0,PASS
B0530,2026-06-26,EQ_B,SWING,530,M08,1.0028,101.44,179.49,2.384,94.69,61.57,0.837,238.57,449.2,18.86,99.67,96.55,NG,0,0,PASS
B0531,2026-06-26,EQ_A,NIGHT,531,M08,0.9990,100.67,182.98,2.387,98.81,60.26,0.832,243.59,418.2,17.02,99.75,96.46,NG,0,0,PASS
B0532,2026-06-27,EQ_A,DAY,532,M08,1.0011,100.87,181.15,2.314,102.17,58.83,0.798,232.63,441.1,18.90,100.38,96.77,OK,0,0,PASS
B0533,2026-06-27,EQ_B,SWING,533,M08,0.9958,101.34,179.64,2.407,101.66,59.72,0.823,239.06,447.5,18.23,99.32,96.70,OK,0,0,PASS
B0534,2026-06-27,EQ_B,NIGHT,534,M08,1.0057,101.69,174.91,2.357,91.27,60.96,0.800,240.21,443.4,18.55,98.31,94.52,OK,0,0,PASS
B0535,2026-06-28,EQ_B,DAY,535,M08,0.9908,100.62,179.56,2.229,99.77,59.91,0.866,244.15,442.7,17.74,99.16,96.57,OK,0,0,PASS
B0537,2026-06-28,EQ_A,NIGHT,537,M09,0.9940,99.56,184.73,2.346,106.19,57.73,0.790,232.17,408.1,17.73,99.71,95.68,OK,0,0,PASS
B0538,2026-06-29,EQ_B,DAY,538,M09,1.0120,99.18,178.95,2.147,95.37,61.67,0.846,245.45,433.4,18.27,98.93,96.72,OK,0,0,PASS
B0539,2026-06-29,EQ_B,SWING,539,M08,1.0031,101.53,181.49,2.425,98.36,59.85,0.782,235.65,443.0,17.73,99.88,96.96,OK,0,0,PASS
B0540,2026-06-29,EQ_B,NIGHT,540,M09,1.0085,98.70,182.58,2.263,92.22,69.87,0.843,253.32,439.1,17.97,99.25,93.98,OK,0,1,REVIEW
B0541,2026-06-30,EQ_C,DAY,541,M09,0.9950,99.07,178.03,2.190,103.01,61.26,0.749,231.69,437.1,17.99,99.32,96.11,OK,0,0,PASS
B0542,2026-06-30,EQ_C,SWING,542,M12,1.0020,100.97,181.34,2.311,106.96,58.53,0.791,242.30,440.3,18.67,100.63,95.65,NG,0,0,PASS
B0543,2026-06-30,EQ_C,NIGHT,543,M09,1.0005,98.59,183.02,2.512,89.50,65.98,0.845,245.38,437.2,18.08,99.04,96.78,OK,0,0,PASS
B0544,2026-07-01,EQ_B,DAY,544,M09,0.9992,98.55,175.35,2.225,93.10,60.62,0.769,244.20,439.1,18.45,98.61,96.39,OK,0,0,PASS
B0545,2026-07-01,EQ_B,SWING,545,M09,1.0017,98.72,183.80,2.364,90.65,64.90,0.855,248.40,425.9,17.53,99.07,94.53,OK,0,0,PASS
B0546,2026-07-01,EQ_C,NIGHT,546,M09,0.9888,99.69,181.07,2.329,95.67,64.05,0.865,232.43,435.6,18.27,99.21,96.86,OK,0,0,PASS
B0547,2026-07-02,EQ_B,DAY,547,M04,1.0023,99.70,181.22,2.345,97.64,63.51,0.887,249.79,436.4,17.71,99.16,96.47,NG,0,0,PASS
B0548,2026-07-02,EQ_A,SWING,548,M09,0.9836,99.03,179.02,2.220,103.50,59.88,0.790,237.64,411.6,16.90,99.55,97.49,OK,0,0,PASS
B0549,2026-07-02,EQ_A,NIGHT,549,M09,1.0021,99.69,179.24,2.231,104.68,54.76,0.828,238.18,421.0,17.49,100.27,97.37,OK,0,0,PASS
B0550,2026-07-03,EQ_C,DAY,550,M09,1.0009,100.32,181.50,2.439,103.23,62.74,0.877,241.99,453.9,17.94,100.78,97.01,OK,0,0,PASS
B0552,2026-07-03,EQ_B,NIGHT,552,M07,0.9965,100.21,180.31,2.386,96.41,64.45,0.826,248.62,449.5,17.66,99.80,95.51,OK,0,0,PASS
B0553,2026-07-04,EQ_B,DAY,553,M09,1.0026,99.88,182.55,2.356,100.28,56.09,0.839,246.36,416.6,17.78,99.85,95.51,OK,0,0,PASS
B0554,2026-07-04,EQ_A,SWING,554,M09,1.0119,99.18,185.29,2.450,103.14,57.74,0.885,243.81,419.2,17.47,98.03,96.08,NG,0,1,REVIEW
B0555,2026-07-04,EQ_B,NIGHT,555,M09,1.0191,98.88,178.14,2.298,95.66,58.15,0.835,241.57,448.8,17.15,100.12,96.13,OK,0,0,PASS
B0556,2026-07-05,EQ_A,DAY,556,M05,1.0103,101.27,177.64,2.224,92.08,63.38,0.870,243.03,455.6,18.56,98.56,96.58,OK,0,0,PASS
B0557,2026-07-05,EQ_A,SWING,557,M09,0.9879,99.39,180.78,2.349,100.02,59.12,0.819,238.76,408.3,17.92,99.58,97.34,OK,0,0,PASS
B0558,2026-07-05,EQ_B,NIGHT,558,M09,0.9969,99.86,177.54,2.450,102.28,61.94,0.793,246.64,444.3,18.18,99.74,96.24,OK,0,0,PASS
B0559,2026-07-06,EQ_B,DAY,559,M09,1.0064,100.74,175.39,2.078,103.06,60.12,0.834,246.93,448.5,18.26,99.17,96.38,OK,0,0,PASS
B0560,2026-07-06,EQ_C,SWING,560,M02,1.0133,99.70,180.01,2.115,101.11,63.34,0.789,243.20,438.1,17.59,99.93,95.94,OK,0,0,PASS
B0561,2026-07-06,EQ_B,NIGHT,561,M09,0.9852,99.88,179.84,2.335,95.99,64.23,0.812,249.67,439.5,18.00,99.42,96.63,OK,0,0,PASS
B0562,2026-07-07,EQ_A,DAY,562,M09,1.0059,99.31,180.88,2.181,101.33,63.16,0.804,238.40,444.3,18.33,100.00,96.21,OK,0,0,PASS
B0563,2026-07-07,EQ_A,SWING,563,M09,0.9943,99.59,181.75,2.424,103.05,60.09,0.782,233.49,415.9,18.40,99.32,95.89,OK,0,0,PASS
B0564,2026-07-07,EQ_B,NIGHT,564,M09,0.9973,99.31,183.89,2.424,107.38,61.30,0.871,256.82,411.4,18.40,100.19,96.77,OK,0,0,PASS
B0565,2026-07-08,EQ_C,DAY,565,M09,1.0134,100.17,176.44,2.113,99.01,61.03,0.807,239.15,440.2,17.49,99.12,97.14,OK,0,0,PASS
B0566,2026-07-08,EQ_C,SWING,566,M09,0.9848,98.79,182.54,2.329,108.79,61.41,0.821,238.17,416.3,17.53,99.42,95.52,NG,0,0,PASS
B0567,2026-07-08,EQ_B,NIGHT,567,M11,1.0004,100.40,181.48,2.275,103.83,61.03,0.843,247.16,429.3,18.42,98.97,97.36,OK,0,0,PASS
B0568,2026-07-09,EQ_C,DAY,568,M09,1.0175,98.83,181.23,2.338,95.78,65.61,0.820,254.93,427.9,17.28,99.37,95.09,OK,0,0,PASS
B0569,2026-07-09,EQ_A,SWING,569,M09,1.0013,98.68,180.09,2.365,101.18,55.32,0.823,242.82,395.8,18.31,100.16,97.34,OK,0,0,PASS
B0570,2026-07-09,EQ_C,NIGHT,570,M09,0.9891,100.07,181.25,2.247,102.39,65.51,0.777,256.87,425.9,17.83,99.56,96.26,OK,0,0,PASS
B0571,2026-07-10,EQ_B,DAY,571,M09,0.9931,99.10,178.90,2.305,102.51,56.96,0.793,237.93,419.5,17.80,99.23,96.93,OK,0,0,PASS
B0572,2026-07-10,EQ_B,SWING,572,M09,0.9841,99.57,182.99,2.268,104.59,65.44,0.853,246.54,411.6,18.73,98.75,95.02,OK,0,0,PASS
B0573,2026-07-10,EQ_B,NIGHT,573,M09,1.0058,99.31,183.01,2.390,95.54,59.31,0.837,244.51,413.5,16.65,99.61,95.65,OK,0,0,PASS
B0574,2026-07-11,EQ_B,DAY,574,M09,0.9883,98.40,176.42,2.422,96.03,62.54,0.805,242.61,426.5,17.02,100.02,95.61,OK,0,0,PASS
B0575,2026-07-11,EQ_C,SWING,575,M09,0.9964,100.34,178.61,2.157,103.08,56.91,0.862,232.24,434.7,17.90,99.63,96.72,OK,0,0,PASS
B0576,2026-07-11,EQ_A,NIGHT,576,M09,0.9928,100.40,175.80,2.301,99.53,61.01,0.812,237.67,443.2,17.15,99.02,95.91,OK,0,0,PASS
B0577,2026-07-12,EQ_A,DAY,577,M09,0.9993,99.29,177.45,2.307,100.41,61.61,0.786,241.80,425.7,18.02,99.20,97.03,OK,0,0,PASS
B0578,2026-07-12,EQ_C,SWING,578,M09,0.9867,99.19,180.57,2.312,96.07,57.85,0.828,239.85,403.0,17.57,98.60,96.56,OK,0,0,PASS
B0579,2026-07-12,EQ_C,NIGHT,579,M09,0.9962,99.38,179.43,2.293,101.29,59.89,0.870,244.22,433.4,17.73,99.03,96.69,OK,0,0,PASS
B0580,2026-07-13,EQ_A,DAY,580,M09,0.9939,100.39,179.45,2.409,99.37,60.37,0.807,228.70,426.6,18.39,99.10,97.68,OK,0,0,PASS
B0581,2026-07-13,EQ_B,SWING,581,M05,1.0011,100.81,182.45,2.250,100.48,62.20,0.844,249.84,443.6,18.32,99.94,96.21,OK,0,0,PASS
B0582,2026-07-13,EQ_A,NIGHT,582,M04,0.9966,99.03,178.68,2.226,102.83,61.30,0.836,239.53,423.4,17.01,99.67,96.68,OK,0,0,PASS
B0583,2026-07-14,EQ_A,DAY,583,M02,1.0044,99.54,184.21,2.297,98.54,63.69,0.805,251.64,424.7,18.13,99.52,94.37,OK,0,0,PASS
B0584,2026-07-14,EQ_A,SWING,584,M09,0.9959,100.37,177.29,2.313,98.83,61.21,0.807,238.13,424.1,18.67,99.68,96.82,OK,0,0,PASS
B0585,2026-07-14,EQ_A,NIGHT,585,M11,1.0016,99.26,177.62,2.215,103.14,57.21,0.779,227.53,417.3,17.85,98.90,97.33,OK,0,0,PASS
B0586,2026-07-15,EQ_C,DAY,586,M11,1.0193,99.69,181.30,2.265,97.21,63.30,0.794,237.36,422.4,18.14,99.73,96.41,OK,0,0,PASS
B0587,2026-07-15,EQ_A,SWING,587,M09,1.0073,99.26,180.30,2.292,100.79,60.28,0.816,235.64,420.3,17.22,99.96,98.09,OK,0,0,PASS
B0588,2026-07-15,EQ_A,NIGHT,588,M09,0.9906,100.04,182.83,2.289,99.19,52.69,0.760,236.74,403.8,17.82,99.78,96.80,OK,0,0,PASS
B0589,2026-07-16,EQ_C,DAY,589,M09,0.9920,99.15,180.37,2.295,104.01,60.57,0.750,240.46,410.9,17.98,100.45,96.44,OK,0,0,PASS
B0590,2026-07-16,EQ_A,SWING,590,M09,1.0102,100.31,179.12,2.250,104.47,63.53,0.849,241.99,423.0,17.89,99.80,96.00,NG,0,0,PASS
B0591,2026-07-16,EQ_A,NIGHT,591,M09,0.9946,99.76,175.93,2.205,100.41,60.73,0.824,234.80,421.7,17.29,99.73,96.86,OK,0,0,PASS
B0592,2026-07-17,EQ_A,DAY,592,M09,1.0037,100.19,177.96,2.354,98.62,58.61,0.821,240.07,416.5,17.80,100.01,96.60,OK,0,0,PASS
B0593,2026-07-17,EQ_B,SWING,593,M09,0.9904,100.54,182.62,2.264,100.02,55.42,0.835,250.01,412.1,18.07,100.21,96.29,OK,0,0,PASS
B0594,2026-07-17,EQ_A,NIGHT,594,M03,1.0058,100.68,180.08,2.313,93.88,64.37,0.826,241.03,465.7,18.22,100.41,97.65,OK,0,0,PASS
B0595,2026-07-18,EQ_A,DAY,595,M09,1.0119,99.67,181.22,2.189,99.65,66.37,0.847,254.46,472.5,19.05,99.41,95.05,OK,0,0,PASS
B0596,2026-07-18,EQ_C,SWING,596,M11,1.0016,98.72,179.10,2.397,103.32,58.72,0.775,240.32,414.0,17.48,99.22,96.80,OK,0,0,PASS
B0597,2026-07-18,EQ_B,NIGHT,597,M09,0.9721,99.28,178.72,2.289,101.39,64.70,0.805,258.17,429.6,19.09,99.31,95.85,OK,0,1,REVIEW
B0598,2026-07-19,EQ_B,DAY,598,M09,0.9868,98.53,177.86,2.249,97.78,65.86,0.803,249.74,419.9,18.65,99.35,96.00,OK,0,0,PASS
B0599,2026-07-19,EQ_A,SWING,599,M09,0.9966,98.21,181.95,2.422,99.28,64.37,0.844,250.95,439.2,17.70,99.86,96.07,NG,0,0,PASS
B0600,2026-07-19,EQ_B,NIGHT,600,M09,0.9848,99.49,180.68,2.288,104.19,56.50,0.829,240.16,439.8,17.51,100.80,96.66,OK,0,0,PASS
B0601,2026-07-20,EQ_A,DAY,601,M12,0.9977,101.69,180.02,2.163,97.69,64.82,0.819,239.22,464.0,18.69,100.31,96.71,OK,0,0,PASS
B0602,2026-07-20,EQ_B,SWING,602,M09,1.0039,100.13,179.62,2.337,102.89,63.94,0.765,251.27,457.9,18.72,99.62,97.11,OK,0,0,PASS
B0603,2026-07-20,EQ_C,NIGHT,603,M09,1.0091,99.23,178.18,2.305,104.35,60.99,0.768,239.61,426.3,17.29,98.88,96.70,OK,0,0,PASS
B0604,2026-07-21,EQ_B,DAY,604,M10,1.0054,101.21,179.09,2.324,101.16,63.23,0.897,251.34,447.3,18.71,99.74,95.92,NG,0,0,PASS
B0605,2026-07-21,EQ_B,SWING,605,M10,0.9881,101.92,178.96,2.193,100.85,64.74,0.775,255.18,449.4,19.01,99.95,95.80,OK,0,0,PASS
B0606,2026-07-21,EQ_A,NIGHT,606,M10,1.0008,99.95,182.26,2.299,107.06,60.42,0.850,246.97,434.4,18.07,98.62,97.05,NG,0,0,PASS
B0607,2026-07-22,EQ_C,DAY,607,M10,1.0042,99.29,179.30,2.277,101.34,61.40,0.832,238.62,436.9,17.25,99.73,96.74,OK,0,0,PASS
B0608,2026-07-22,EQ_C,SWING,608,M10,0.9946,101.22,178.34,2.239,107.06,58.50,0.834,233.31,446.4,17.56,100.03,96.74,NG,0,0,PASS
B0609,2026-07-22,EQ_C,NIGHT,609,M10,0.9879,100.72,177.47,2.303,99.92,57.92,0.807,245.79,431.2,18.53,99.62,96.41,OK,0,0,PASS
B0610,2026-07-23,EQ_C,DAY,610,M10,0.9913,101.43,178.91,2.275,105.72,62.01,0.826,235.78,441.3,18.46,100.56,96.25,OK,0,0,PASS
B0611,2026-07-23,EQ_B,SWING,611,M08,0.9951,100.53,183.03,2.430,98.30,61.09,0.830,252.18,429.1,16.87,99.75,95.71,OK,0,0,PASS
B0612,2026-07-23,EQ_A,NIGHT,612,M10,1.0221,100.93,177.94,2.268,104.83,59.94,0.699,229.50,435.0,16.78,98.84,96.42,OK,0,1,REVIEW
B0613,2026-07-24,EQ_B,DAY,613,M04,0.9900,99.45,184.80,2.309,101.99,62.58,0.800,252.95,409.9,18.46,99.17,95.23,NG,0,0,PASS
B0614,2026-07-24,EQ_B,SWING,614,M04,1.0011,99.83,183.40,2.517,103.42,60.26,0.839,248.39,406.5,18.71,98.91,95.09,OK,0,0,PASS
B0615,2026-07-24,EQ_C,NIGHT,615,M11,1.0043,100.69,180.13,2.287,106.45,64.09,0.871,246.88,454.9,18.69,100.51,97.31,OK,0,0,PASS
B0616,2026-07-25,EQ_C,DAY,616,M10,0.9928,100.45,183.10,2.438,96.49,62.98,0.774,248.93,425.3,18.19,99.73,95.75,OK,0,0,PASS
B0617,2026-07-25,EQ_C,SWING,617,M10,0.9989,101.20,179.84,2.319,98.40,60.65,0.844,239.35,453.9,18.79,99.16,97.12,NG,0,0,PASS
B0618,2026-07-25,EQ_A,NIGHT,618,M05,1.0030,102.04,181.24,2.439,95.00,61.29,0.781,246.23,443.0,17.83,99.88,96.11,NG,0,0,PASS
B0619,2026-07-26,EQ_C,DAY,619,M06,1.0032,100.46,180.06,2.253,97.43,63.63,0.799,256.98,444.8,18.41,100.21,96.29,OK,0,0,PASS
B0620,2026-07-26,EQ_B,SWING,620,M10,1.0188,100.66,179.34,2.337,94.43,58.83,0.800,237.81,451.4,17.56,100.25,97.46,NG,0,0,PASS
B0621,2026-07-26,EQ_B,NIGHT,621,M10,0.9864,101.99,179.46,2.275,102.94,62.23,0.823,247.73,447.0,19.07,99.61,95.93,OK,0,0,PASS
B0622,2026-07-27,EQ_B,DAY,622,M10,0.9955,100.12,183.43,2.247,103.04,55.14,0.847,248.66,403.6,17.06,99.88,96.10,OK,0,0,PASS
B0623,2026-07-27,EQ_B,SWING,623,M10,0.9867,101.46,177.49,2.208,98.45,64.70,0.785,251.03,442.0,18.49,99.39,95.48,NG,0,0,PASS
B0624,2026-07-27,EQ_C,NIGHT,624,M10,1.0057,99.94,180.35,2.235,93.03,68.22,0.861,247.11,445.7,18.62,99.08,96.31,OK,0,0,PASS
B0625,2026-07-28,EQ_A,DAY,625,M10,0.9965,100.63,181.21,2.391,97.36,65.96,0.783,240.15,458.5,19.57,98.84,96.60,OK,0,0,PASS
B0626,2026-07-28,EQ_A,SWING,626,M10,1.0040,100.60,178.55,2.296,98.22,67.71,0.785,248.70,462.3,18.87,98.33,96.53,OK,0,0,PASS
B0627,2026-07-28,EQ_C,NIGHT,627,M11,0.9961,100.02,181.03,2.306,100.20,58.49,0.774,245.67,436.8,18.47,100.11,96.84,OK,0,0,PASS
B0628,2026-07-29,EQ_B,DAY,628,M10,1.0037,101.17,182.13,2.445,100.12,62.78,0.850,245.00,445.3,18.57,100.16,95.65,OK,0,0,PASS
B0629,2026-07-29,EQ_A,SWING,629,M05,1.0028,100.51,179.51,2.298,102.09,61.69,0.827,239.46,430.3,17.79,100.42,96.92,OK,0,0,PASS
B0630,2026-07-29,EQ_C,NIGHT,630,M10,1.0125,100.45,180.55,2.251,97.51,64.79,0.778,245.91,448.7,19.17,99.91,96.70,OK,0,0,PASS
B0631,2026-07-30,EQ_C,DAY,631,M10,1.0014,101.03,180.89,2.354,98.34,60.64,0.832,253.75,418.8,18.57,100.06,95.51,OK,0,0,PASS
B0632,2026-07-30,EQ_B,SWING,632,M10,0.9942,101.28,178.56,2.316,100.33,62.50,0.822,250.46,446.7,18.71,99.44,96.43,OK,0,0,PASS
B0633,2026-07-30,EQ_B,NIGHT,633,M03,1.0136,100.94,179.10,2.369,100.59,67.07,0.774,258.76,455.6,19.78,100.15,95.56,OK,0,0,PASS
B0634,2026-07-31,EQ_C,DAY,634,M10,1.0195,100.61,179.04,2.216,98.96,65.16,0.831,246.75,454.4,18.00,99.40,96.15,OK,0,0,PASS
B0635,2026-07-31,EQ_B,SWING,635,M10,1.0173,100.97,179.79,2.422,99.56,64.45,0.854,245.05,442.2,18.76,99.27,96.55,OK,0,0,PASS
B0636,2026-07-31,EQ_C,NIGHT,636,M10,1.0016,99.49,177.22,2.214,98.33,63.06,0.842,241.85,435.2,17.89,99.70,95.98,OK,0,0,PASS
B0637,2026-08-01,EQ_B,DAY,637,M10,1.0103,100.17,181.42,2.433,101.26,65.76,0.771,252.49,450.8,17.94,99.52,94.83,OK,0,0,PASS
B0638,2026-08-01,EQ_C,SWING,638,M09,1.0065,99.59,180.15,2.308,98.99,61.27,0.831,247.55,422.2,17.52,100.30,96.70,OK,0,0,PASS
B0639,2026-08-01,EQ_C,NIGHT,639,M10,1.0040,100.84,182.06,2.274,102.35,63.76,0.814,243.37,441.5,19.01,99.84,95.95,OK,0,0,PASS
B0640,2026-08-02,EQ_C,DAY,640,M10,1.0024,100.90,179.06,2.239,101.45,62.19,0.816,245.99,443.6,18.13,99.91,96.48,NG,0,0,PASS
B0641,2026-08-02,EQ_B,SWING,641,M10,1.0069,100.65,182.45,2.351,100.91,62.40,0.831,251.21,440.7,19.11,99.11,95.30,OK,0,0,PASS
B0642,2026-08-02,EQ_B,NIGHT,642,M10,1.0013,100.91,185.30,2.377,98.80,60.21,0.812,245.77,437.3,18.55,98.05,94.37,OK,0,0,PASS
B0643,2026-08-03,EQ_A,DAY,643,M10,1.0192,100.17,177.45,2.215,99.00,62.99,0.831,246.23,457.6,18.33,100.37,96.78,OK,0,0,PASS
B0644,2026-08-03,EQ_C,SWING,644,M10,0.9900,99.67,179.20,2.331,104.08,58.69,0.849,237.67,428.1,17.73,100.70,96.82,OK,0,0,PASS
B0645,2026-08-03,EQ_C,NIGHT,645,M10,0.9886,100.98,178.93,2.246,102.07,62.58,0.774,254.60,450.9,19.23,99.74,95.47,OK,0,0,PASS
B0646,2026-08-04,EQ_B,DAY,646,M02,0.9995,100.04,180.27,2.377,106.57,57.19,0.825,256.42,404.9,16.51,99.99,96.95,OK,0,0,PASS
B0647,2026-08-04,EQ_C,SWING,647,M10,0.9942,101.00,179.33,2.207,100.34,62.95,0.803,245.84,452.3,18.24,99.90,95.03,OK,0,0,PASS
B0648,2026-08-04,EQ_A,NIGHT,648,M10,1.0002,100.45,181.22,2.290,107.89,59.31,0.833,235.57,430.0,18.12,100.81,95.92,OK,0,0,PASS
B0649,2026-08-05,EQ_A,DAY,649,M10,1.0234,100.50,177.26,2.371,103.36,59.29,0.778,238.13,445.9,17.38,99.31,97.41,OK,0,0,PASS
B0650,2026-08-05,EQ_A,SWING,650,M10,0.9952,99.86,182.50,2.257,97.83,67.00,0.784,249.61,447.3,17.98,98.87,94.75,OK,0,0,PASS
B0651,2026-08-05,EQ_B,NIGHT,651,M10,0.9973,99.80,181.78,2.321,96.69,63.06,0.861,257.76,430.7,17.70,99.40,95.97,OK,0,0,PASS
B0652,2026-08-06,EQ_A,DAY,652,M10,1.0233,101.87,179.48,2.237,99.36,64.52,0.781,249.73,470.7,19.20,99.40,96.00,OK,0,0,PASS
B0653,2026-08-06,EQ_B,SWING,653,M10,1.0186,101.69,180.37,2.344,101.40,67.41,0.786,256.28,476.2,19.64,99.21,94.88,NG,0,0,PASS
B0654,2026-08-06,EQ_B,NIGHT,654,M02,1.0076,99.99,176.25,2.228,102.91,59.47,0.835,238.13,446.4,17.23,100.01,96.87,OK,0,0,PASS
